"","V1"
"B002GHBSCO-A8EST4XSI426L",4
"B008LTIYN2-A2JQ32S2QX5FAB",2
"B00AZY3TFE-A1VHBBOZX7G9H3",1
"B00009NRP4-A8LM4QU4L1L2C",4
"B000646TSC-A3HPFY37CGEDR4",4
"B000B18P96-A1I6TDDLXE7LMA",2
"B00140SC64-A5OOEKR0DJJ3J",1
"B0026IG6LQ-A201Z0VVQNJR7M",5
"B0026IG6LQ-A277J30K7HYSPG",4
"B0026L6L5E-A1YU3K5RZTXZLT",5
"B003TSVHU2-A2E73W34TVKUUB",1
"B004O07MAI-A2T7SSQRIFT09C",1
"B005BWMMCQ-A1VUN4JU731CBH",4
"B005NIXRXQ-A1ST1NCOYZTCG0",1
"B005O37CQI-A3MLKJ1HHA2SX0",3
"B007JRUSE0-A1YV8RKHTTQ1WX",1
"B0083VCXQM-A34ZBLMO7POKY3",1
"B00009NROG-A2JTBN1FFYTAPT",1
"B00009NROG-A4S6V43AFG1ZZ",1
"B00009NRP4-A27UHZHTVD2AWF",4
"B000B18P96-A16GWM0UQELUJF",2
"B000B18P96-A2GLMHYUFE9SIT",2
"B000CSRKJO-A28UMRK9BJVXJV",4
"B000UW9IME-A185QJJOEWJFNB",4
"B00140SC64-A1K6XJOFECELZ1",1
"B00140SC64-A1PCVXDQ3IZ7SZ",4
"B0015XGNEI-A2TMV4V2E6LSMQ",4
"B0026L6L5E-A3KGI3G785XP0F",2
"B003A09ARG-AF6MPHELC0NSK",4
"B003TT2Q1U-A1VZAX3OD65XQ7",1
"B005BWMMCQ-AOAOARIH72UWI",4
"B005MM7T2S-A230Q4PXWIFP2K",4
"B005NIXRXQ-A16DFAYK3Q93TF",4
"B005QB4U2M-A1QNOY9QHX1YS9",3
"B008LTIYN2-A13AC7CAW9S4AU",2
"B008LTIYN2-A1GS29IO2NWMUD",2
"B0000A1ZN0-A1DXPVASYA5U2Y",4
"B0000A1ZN0-AQ52JX9ES6XYY",4
"B0001O2WY2-A36Q874MY8768U",5
"B000B18P96-A166U79L4BGAM",2
"B000F0BYRS-A1IHMOVEZ498OH",4
"B000R4HHGO-A29VG90T649CSU",5
"B000R4HHGO-AX4OIACNZHRZR",1
"B00140SC64-AJSENJXX69FSK",1
"B00140SC64-AUL4OTC2TNIM1",4
"B0016CPGYQ-A3I30AJZ4JF5IP",4
"B001ARQYRU-AOATR5ZLVCTDO",4
"B002GHBSCO-AWHSSPLU3PZYO",4
"B0036FRRS4-A2VWE5SGNDS8HW",1
"B003ZDNKRE-A7K2CFOQRBTYH",1
"B005BWMMCQ-A3605ABQQB2QWJ",4
"B005NIXRXQ-A1X06N4A53QNYE",1
"B0000A1ZN0-AG0L90LGKGEOV",3
"B0001O2WY2-A2A1ZQMSPAX5B7",1
"B0001O2WY2-A3HQAPXAJV7PRX",1
"B00064W93G-A2WFCSSMJFPMRF",4
"B000BH856S-A3S9DOTT4Z8JF9",4
"B000F0BYRS-A1XG003QV8TNPQ",2
"B000FCTOHS-A1XTFWRUTFVY6S",1
"B000R4HHGO-A2SJ86X2UURJDD",4
"B000VTLI60-A18SCGMZ78M64B",3
"B0012S8NXA-A2LSYFN99WESKA",1
"B0012S8NXA-AU6Y1SH7F1J85",4
"B00140SC64-A1I3NEAHH2C1FE",1
"B001ARQYRU-AJPLF2BZ4235L",1
"B0026IG6LQ-A2Y2J6N35USARZ",4
"B002GHBSCO-A16IAXW5J0BCXN",5
"B003A09ARG-A1Q77S5H79TLP8",1
"B003A09ARG-A2BKF2LO3JV7RQ",5
"B005BWMMCQ-A3D0ISIXV08O07",1
"B005O37CQI-ANCOMAI0I7LVG",1
"B007ENOFCK-A1LBCOIH4EN01I",4
"B007P204UM-A13J2PGKNMJG1K",1
"B008LTIYN2-A1HWSJS448FH0U",2
"B008LTIYN2-A32X4BI2WE604Z",2
"B009GQ032E-AJ8RNEOV7U706",1
"B00A7JGIDW-A2FDZ1874GUIID",4
"B00CWCXCRW-A2MAJK49M3CBIY",3
"B0000A1ZMV-A2OH26CZ5DVBO8",5
"B00021HBU4-ABOGA41L58WUX",1
"B00065L4ZO-AUTKM5Z489MOM",1
"B0007Y17WE-A3CFD5UGFADFL8",5
"B000B18P96-A1ZU09TQ1TGWEX",2
"B000B18P96-A2RB7KPCTJEP4Z",2
"B000B18P96-A2WFO2PO4RYRO1",2
"B000CSRKJO-A1NVXMQS4NLL7",4
"B000ETVO8O-A1BCDC7CT8NZJA",3
"B000F0BYRS-A17IFN0BTGO7V7",4
"B000F0BYRS-A1G1XRJE50WOFB",1
"B000F0BYRS-A2C93EL5HNEG08",1
"B000F0BYRS-A3Q6IJTW1OO462",4
"B000R4HHGO-A2615K4AJSX078",4
"B000Z4UYPW-A1VFX417XDNWIU",4
"B00140SC64-A2DESJOB58BXXV",1
"B00140SC64-A2Y58W0AHDHFB6",4
"B00140SC64-ARQB2Y6O05Z64",5
"B0014E0UFQ-A1LYT85S93HUNY",1
"B0014IIS6A-A1BLXWCB3SBRDJ",4
"B0014IKQKG-A3FFRUDJUNP60G",4
"B001ARQYRU-A1N1ATMGDDA5QS",4
"B001ARQYRU-ADEJNRAT95LWV",1
"B001ARQYRU-AR02YWOAPRXCQ",1
"B001EYUECK-A74GU6D694C4Q",2
"B001EYUECK-AHNHLGKIZ2N3B",2
"B0026L6L5E-A21BVL7PKG9BX8",3
"B0026L6L5E-A2JKM8KF3296CW",4
"B002GHBSCO-A2BZ4HSRBB5V6A",4
"B002GHBSCO-A3RQWOKHJJEQ6Y",4
"B003A09ARG-A1W415JP5WEAJK",1
"B003R50LOA-A35UN4ND1KRLEJ",3
"B003TT0V0S-A3Q1AR7PVTFRSM",4
"B005BWMMCQ-A1LR0UR7I2DKTL",1
"B005BWMMCQ-A3J3ZHGDUDPCFL",1
"B005NIXRXQ-A1BWBGA5NVPGT7",5
"B005O37CQI-A2ZT5LYQVJQJAU",1
"B005O37CQI-AH3QLPSEG9F4E",2
"B005PO7748-A1WFOFQGFVFHXH",1
"B005PO7748-AT8KDGZ7FBQIE",5
"B005Q8X6IO-A2VZP50FSYD6CO",2
"B006OQSNYY-A2LM1QJ30P5A7Q",5
"B006OQSNYY-AA1RJ4ZGZRBYS",1
"B006REPXKA-A20RUEP68PKFZ3",1
"B006YXY2U6-A2SESML2NC4XHO",1
"B007ENOFCK-ANTO20MMXA1CR",4
"B0083VCY16-A1M92239OM8KPO",3
"B0095B2D2S-A3B00MK0N3QPFH",4
"B009GQ032E-A2TDK6RDNZ0RAU",3
"B009GQ032E-AZAYYTBV6EL9I",1
"B00AZY3TFE-A1BM9TMWT8E0PA",1
"B00AZY3TFE-AMISD2W9L7H9F",1
"B00009NROG-AU07AFHJRMKD2",5
"B00009NRP4-A1HLZSMYP7U5CY",1
"B00009NRP4-A2GY8J34IFBU9E",4
"B0000A1ZN0-A23GFTVIETX7DS",1
"B0001O2WY2-AY9SSM2CJ5RTA",5
"B000646TSC-ARYGNP5U9A4ZR",1
"B000B18P96-A15PC5SRKVX82X",5
"B000B18P96-A17KJPB5F0OXBL",2
"B000B18P96-A1JPHA7OWQLSFZ",2
"B000BH856S-A2349CTPTXHRXC",1
"B000F0BYR8-A1983I4UG0MU9Y",1
"B000F0BYR8-A1ZMPX3U4ERO14",1
"B000F0BYRS-A1QN0IQJX5UWYP",4
"B000FCTOHS-A2IWP5WD664EER",1
"B000FCTOHS-AUV063G3S0YYN",4
"B000UW9IME-A1QI50DQ28L8F1",5
"B000Z4UYPW-A2BZ7MYTSNYMEW",1
"B00140SC64-A2KLQDTKF39X0E",1
"B00140SC64-A2R9666J25D3WA",4
"B00140SC64-A35DUGLNOGC1VT",4
"B0014E0UFQ-AE9DX7OHHOYRN",1
"B0014IKQKG-A1TBI5J0ZTBY8E",4
"B0014IKQKG-A2VUEM5U7ITPQK",4
"B0014IKQKG-APZJXGRZBKUW5",1
"B001EYUECK-A3MLKJ1HHA2SX0",2
"B0026IG6LQ-A18X05TXR0VD2V",5
"B0026IG6LQ-A1CHH4BI0X3G4Y",1
"B0026IG6LQ-A2CF396YODDIKH",1
"B0026IG6LQ-A2TH3R48TMDRNC",1
"B0026IG6LQ-A3PM4EXX9BJJ98",1
"B0026IG6LQ-A3TR95ZVM9DUC0",5
"B0026L6L5E-A784A2QRHRSSR",3
"B002GHBSCO-ASINLJSN28LRI",4
"B003A09ARG-AE1J2HEETXLRM",2
"B003A09ARG-AYI97J4Z0ULQN",1
"B003OC7VF8-A1U1JUPCXKBVKK",5
"B003TSTOXO-A45YB255OK61U",1
"B003TSVJFK-AHBM17DDMAQ0K",3
"B003TT0ZFE-ACHX8Y5OVYCZ2",5
"B003TT2Q1U-A3TT7SRYFAJSA9",3
"B0043BG916-A24NXGGE8A4E9",4
"B004O07MAI-A1C5MFFVADN5W7",1
"B004O07MAI-A2PHDXL8P7N0Y8",5
"B004O07MAI-A397X7739BGYQH",4
"B00553C0XW-ADMOW4OY2MVFS",3
"B005BWMMCQ-A2PBM2EYVKW1B4",5
"B005BWMMCQ-A2SPI5WNZLOJ2U",1
"B005BWMMCQ-A2Z0EMQCCB9S5F",1
"B005BWMMCQ-A3M6O3O8160AUT",4
"B005BWMMCQ-ALVHQK33E68TD",4
"B005BWMMCQ-AM18CU72YEWH5",4
"B005BWMMCQ-APPJNVNF4BFLB",1
"B005NIXRXQ-A21EFDZ7VTKDLO",4
"B005NIXRXQ-A3C58Q1HI18QLW",3
"B005PO7748-AXPZIT0PLEE1N",4
"B006REPXKA-A2ZXU5RZIE7P84",4
"B007ENOFCK-ANH1F1BNSGUVD",3
"B007JRUSE0-A2IJU5WBFSAF40",1
"B008DJQ1CQ-A1IBKN1GXYJ3K4",3
"B008DJQ1CQ-ANCOMAI0I7LVG",1
"B008YNFB3Q-A7Z6M4085GCIW",2
"B00A6Z6U30-A3LBTVVIE7C65M",3
"B00009NROG-A2DLLTDJG1J2Z5",4
"B0000A1ZMV-A3G8YU8BB206A6",1
"B0001O2WY2-A23GFTVIETX7DS",1
"B0001O2WY2-A36WTXJBYS3DB6",1
"B0001O2WY2-A3H1W5XB9QVJ14",4
"B0001O2WY2-AZJRMHNPL97EX",1
"B00021HBU4-A3H99Y7GOCMTEJ",2
"B00027909I-A11K83SZ0W14CE",1
"B00064W93G-A2U8WP48M1V31Y",5
"B000B18P96-A2W2FRLTIEU0MG",2
"B000B18P96-AHNHLGKIZ2N3B",2
"B000BKUZTU-A3PDNYPI3N6449",2
"B000CSRKJO-A28MDZI1SY950M",5
"B000F0BYRS-A2CELK399L5T6M",4
"B000FCTOHS-AOYNIT39GURG3",1
"B000FCTOHS-ARBYEAOR4765Z",1
"B000R4HHGO-A1K31E7YNVQRIT",1
"B000R4HHGO-A35UIUS9R4LCQK",5
"B000VTLI60-A2ODFXPLTCS4VN",5
"B00140SC64-A22U8V3UVVBP7M",1
"B00140SC64-A26LSQYSF47YF5",1
"B00140SC64-A70X7MC862KAA",4
"B0014IKQKG-A2I0VH8HY686EB",1
"B0014IKQKG-A32FLT6GN85XXE",1
"B0014IKQKG-A3U4FCEAT75XLS",1
"B0014IKQKG-AZ1P0VITRUJSY",4
"B001ARQYRU-A1E1LEVQ9VQNK",4
"B001ARQYRU-A1LTRPCNZU29YB",1
"B001HSMW3W-A1BGFVZXKFSB9A",1
"B0026IG6LQ-A1IXYOZCD8ZG0E",4
"B0026IG6LQ-A1TGXMVTTYDLZ3",1
"B0026IG6LQ-A1X71C0VFKFLJ2",4
"B0026IG6LQ-A25G1ATMRGPQ7K",1
"B0026IG6LQ-A3CAOW67OSQJ28",4
"B0026IG6LQ-ARQC29FLEQHNK",1
"B0026L6L5E-A1DD5LYFQ3ZAOK",1
"B0026L6L5E-A30638B9S2GOM8",3
"B002GHBSCO-A2A440U0EZNJ6D",4
"B002PNGCQ6-A2U9WJDR8KJ7NU",4
"B0036FRRS4-A2LJK17TX107RY",4
"B0036FRRS4-A3V2WV4WPPDU57",1
"B003A09ARG-A2ZT5LYQVJQJAU",4
"B003A09ARG-AVAL1VQEW1E7E",2
"B003TSTOXO-A29FWUK1ZSGVGQ",4
"B003TSVJFK-A2DGRNU7F724P2",4
"B003TT2Q1U-A14G0XPLFMIBA2",4
"B003ZDNKRO-A1YYJMN4W0JVEC",1
"B004M8SSYQ-A3RPXI3J2DO8AN",1
"B004O07MAI-A3J9LLWHZH15HG",3
"B005BWMMCQ-A1IFFEFBEJQDPR",1
"B005BWMMCQ-A2TAIA2PUKKLXC",5
"B005BWMMCQ-A3B9C6MZAFC1JX",1
"B005BWMMCQ-A3U0S17XYK8XMJ",1
"B005MGEORW-AI86FALTE0NWA",1
"B005MM7T2S-A19YLOY5DSPJ3P",1
"B005NIXRXQ-A36XI0X6F5JQQP",4
"B005NIXRXQ-AO71DUOK354PJ",4
"B005O37CQI-A3CEUT263RNUDO",1
"B005O37CQI-A3JISS7CQJF8JL",1
"B005O6SK3Y-A2R55XGBRHC718",4
"B005PO7748-A2AIQYXKN9V80L",1
"B005Q8X6IO-A30E4NEGXXTHNA",2
"B006OQSNYY-A1WDIKZCOYMTSB",4
"B006OQSNYY-A9MTN0D260WAD",1
"B007ENOFCK-A2EXRLD6R2JNO8",5
"B007JRUSE0-A3Q1AR7PVTFRSM",1
"B0083VCY16-AYMD77ITD15PT",1
"B008DJQ1CQ-A1ZCSSCAGBCD49",1
"B008DJQ1CQ-AW8515IRKOMDE",3
"B008LTIYN2-A1S4XODQPHUYZ3",2
"B008LTIYN2-AB37SDG12OFEX",2
"B009GQ032E-A1UMLQ1AEU6WBB",1
"B00B408SM2-ATSB4ZEKVHI8G",4
"B00CWCXCRW-A3EOVXI1VZIHUQ",1
"B00E2519B8-AVO0V5O7ALUK7",4
"B00009NROG-A25P01OD3WD210",3
"B00009NROG-A3ECDKXYFXKPNM",2
"B00009NROG-A3KDRLIBWILPMJ",1
"B00009NROG-ALWE0CDU99H5C",5
"B00009NRP4-A1S9N94L3V34PH",5
"B00009NRP4-A2UHZ04PCQQFWK",5
"B00009NRP4-AF47CCKSLEOX4",4
"B0000A1ZMV-A13ETG03OJEV25",1
"B0000A1ZMV-A178F5WEQOXBNQ",1
"B0000A1ZMV-A4XLNKBTBTTWS",1
"B0001O2WY2-A1Q7W4CR2V21K7",1
"B0001O2WY2-A2O0PR0W03A6R5",5
"B0007Q3DRE-A2JTYOWG31BU9K",5
"B000B18P96-A2MMBFBWPUMTRC",2
"B000B18P96-A2VWPKCU6GC22S",2
"B000B18P96-A2VXYL6EB7AF5M",2
"B000B18P96-A3HQAPXAJV7PRX",2
"B000F0BYR8-A2PPBZZ4RQTV47",4
"B000F0BYR8-AFTEC5E3LPBKB",1
"B000F0BYR8-AGZ1K0SWQDHX7",4
"B000F0BYRS-A19HWLRTSXJ8MX",3
"B000F0BYRS-A1H3A4BSAN3WCF",1
"B000F0BYRS-A1S2N05ANG8NK1",5
"B000F0BYRS-A280U2V475GAUD",5
"B000F0BYRS-A3QMOS2KIVRKQS",1
"B000F0BYRS-A3US65TAXI4DFD",1
"B000F0BYRS-A9JDOM7L4EML9",3
"B000F0BYRS-AA1NF76CQHUM4",4
"B000F0BYRS-AM68NVLGD1GAT",3
"B000FCTOHS-A2Y4AGDHAHIFRL",4
"B000FCTOHS-AH8EKDQ2APV5B",4
"B000R4FUGS-A3C2JQC6R2K52C",5
"B000UW9IME-A3GWYIV2NIMMLN",4
"B000VTLI60-A1EPGMU0U5AFWW",5
"B000VTLI60-A1MBJ521Q6ZH1D",4
"B000VTLI60-AWT3JS6P01V0T",5
"B00140SC64-A1BX4K438S4HKD",3
"B00140SC64-A1JLV921GKSMQ9",2
"B00140SC64-A38JEMZ2V396P7",1
"B00140SC64-A3IEB2GSI7OM0",1
"B00140SC64-AVT0M82PR0A33",4
"B0014IIS6A-AOTBQ4S2CLA0G",5
"B0014IKQKG-A10ZRQBC3I9857",4
"B0014IKQKG-A2ZDPWQJ41SX4A",4
"B0014IKQKG-A3AZP441UVMTNO",4
"B0016CPGYQ-A16VI0NC91YPTW",1
"B0016CPGYQ-A2NOXJ0RM6831",4
"B001ARQYRU-A27K5LFI9NKD8L",1
"B001ARQYRU-A54FJ4DJ2BSH7",1
"B001ARQYRU-AYINNKPX9D60N",5
"B001B1AFP2-A3DDAR9EXTNWIK",5
"B0026IG6LQ-A1ZLIIQODJ3ENN",1
"B0026IG6LQ-A21RTLZYB7BWBW",4
"B0026IG6LQ-A3K6OJBLA1TSLL",4
"B0026IG6LQ-ABQWMANK4AR63",4
"B0026IG6LQ-AGYPM2K9YMLX0",1
"B0026IG6LQ-AHNZG54WYS4WO",1
"B0026IG6LQ-ARHKBEOXIZ4V4",1
"B0026L6L5E-A1FPP34DESLHGQ",4
"B0026L6L5E-A20AZ60KW8ECZM",1
"B002GHBSCO-A2Q59VZ0U3WV9Z",4
"B002GHBSCO-A3HZQLX1YE664",4
"B002GHBSCO-AJGVZINZFIL1T",2
"B002PNGCQ6-A25R2CBP99XQDM",5
"B0031DLJ62-A2B2MZ9PWYD9K5",1
"B0036FRRS4-A3NK6J4YS9NVWU",3
"B003A09ARG-A113TZ7LYLXW8V",4
"B003A09ARG-A1NKKF4W2LHF6M",1
"B003A09ARG-A1T5MVB4Z1SLJ7",1
"B003A09ARG-AAXY9GY4SADN2",1
"B003A09ARG-AEMSGB00FL3YO",1
"B003A09ARG-APUHDFBD8E818",4
"B003A09ARG-ARSDK57JK8TI4",4
"B003TSVHU2-AP21ACHCWP86N",4
"B003TSVJFK-A1WP7XSE6DRXQD",1
"B003TSVJFK-A1XCE9H0G47JRB",4
"B003TT0V0S-A60BS8CV3CIRY",4
"B003TT0ZFE-A2RWPGW7CRUUWE",2
"B004W4JI8K-A2VKHDT9HOI6P0",5
"B005BWMMCQ-A15MXT37WA83SB",1
"B005BWMMCQ-A1SJDX6PYXPYQ1",1
"B005BWMMCQ-A309I24Y6O5U6I",1
"B005BWMMCQ-A31I44ESG7UPR",4
"B005BWMMCQ-A31MET8H73T00Y",5
"B005BWMMCQ-A61YQGAIBQN0I",4
"B005EPRJRI-A1OLHJ3HZUXYTG",4
"B005MGEORW-A2BQYX3VAC63X7",4
"B005NIXRXQ-A3339C45FBP71C",1
"B005NIXRXQ-A3BGKHBYY5Z03J",5
"B005O37CQI-A3IL40AAQW1ZUQ",5
"B005PO7748-A1HR2ZK9FRJ2AW",4
"B005PO7748-A1M3NVR8A3O627",1
"B005PO7748-A1YKYKOA5ODEEQ",4
"B005PO7748-A2H34RMYOEOJ50",1
"B005PO7748-A3E4DY8N01VD0R",1
"B005Q8X6IO-A3B045SB2FIABB",2
"B005Q8X6IO-ARAXODU17IVZG",2
"B005TK76DU-AM1M3TZU4ZMUS",4
"B005Z5QG76-A18H3X0XGMD1K0",5
"B005Z5QG76-A359NFA0KPLEBB",1
"B005Z5QG76-AZZXZ9EX2JCFJ",1
"B006OQSNYY-A1L0SN0N6U2L8Z",4
"B006OQSNYY-A1SJDX6PYXPYQ1",3
"B006OQSNYY-A3UD94VQEALIYB",5
"B006REPXKA-A2A7VETOC899M3",4
"B006YXY2U6-AWLPQNQGKMPWP",4
"B007ENOFCK-A175BOU12RU66J",4
"B007ENOFCK-A298GL2D0BHGKZ",4
"B007ENOFCK-A35LMB7R382GKJ",5
"B007P6H24E-A14PU2PEKGVVXV",1
"B007R2E5N2-A2T89ASERB3BRD",3
"B0083VCY16-A2A2H1I9U0E9EP",1
"B0083VCY16-A2W9I628I6SE1U",1
"B008F18LGQ-A3945F1FVEOTB2",5
"B008H8ZCF0-AFDT9VMWE601S",1
"B008LTIYN2-A1DH3QDZX8Z7GO",2
"B008LTIYN2-AMUWQ892MRMPB",4
"B008P47GPK-A2KJUIYFPVUTA5",1
"B008YNFB3Q-A259KC21KW3JAP",4
"B0093FX38Y-A34J7T2KG3DX69",1
"B009GQ032E-A8KRO8GI5CTP1",1
"B009GQ032E-AWN8SDW6ZPNPF",1
"B009L1VUA8-AIAAW3948Q216",1
"B00AW6J4TK-AFN7HFKB41FTQ",1
"B00CBJKUJO-A1QCAXCX5CE1DS",5
"B00CWCXCRW-A2HELIKP5RV27F",3
"B00009NROG-A2OM7MXCTSCHS3",5
"B00009NROG-A35YEKPE3FN66K",4
"B0000A1ZMV-A36S0UIHXYL8GD",3
"B0000A1ZMV-A3Q7PWVWKS84DR",3
"B0000A1ZMV-A3S6TCZAGPWHM2",1
"B0000A1ZMV-ANC6NHMNVVUWV",4
"B0000A1ZMV-AWX4JLXCNRK9L",4
"B0000A1ZN0-A1R6LO82PZBVNR",3
"B0000A1ZN0-A2272STHL53BXI",1
"B0000A1ZN0-A3LQVBVTQ7OU38",4
"B0000A1ZN0-A3UD2B4PCJTL71",3
"B0000A1ZN0-A45GSHBBM33S",5
"B0000A1ZN0-A4CKPCBP1XNLB",5
"B0001O2WY2-A14IPHSE2UO30T",4
"B0001O2WY2-A1BG29WQTI6R18",1
"B0001O2WY2-A2K3D87WLRZ2QG",1
"B0001O2WY2-A3AE1B1RIDO5OZ",5
"B00027909I-A22Q44J6QJOG80",5
"B00027909I-AKP3GJHX2DOXF",4
"B00027909I-ASGM9W988MSHE",4
"B0007Y17WO-A1F5KI1W3PRRAE",1
"B000B18P96-A10K4MLHDIF5WC",2
"B000B18P96-A17T0BBF9BW3M6",2
"B000B18P96-A1V2CAZGX9NVDT",4
"B000B18P96-A22Z22U91OK40X",2
"B000B18P96-A23PSHX1LSRHGR",2
"B000B18P96-A2A7AWEYTFWFDJ",2
"B000B18P96-A2X28ZYQFWRYBG",4
"B000B18P96-A2X3L31KCXBHCL",2
"B000B18P96-AA3QTYYJZQ1ZC",2
"B000B18P96-AEB7FJ8OF0VO4",2
"B000B18P96-AEZUN1DZ5GDDD",2
"B000B18P96-ARJQGLZ58ANYI",2
"B000B18P96-ATOUTBCA456N9",2
"B000BH856S-A1EFBAK5C4DBVN",4
"B000BH856S-A1IX1T3VSG4F2D",5
"B000BKUZTU-ATGNRMUPEY1AR",4
"B000CSRKJO-A1A74CW7ZUDNPW",1
"B000F0BYR8-A3GU9CJKXHC45S",3
"B000F0BYRS-A1B4WTXDE4KSFL",4
"B000F0BYRS-A2A0TLASPFLXOD",1
"B000F0BYRS-A2B3QC2MMEQMIH",5
"B000F0BYRS-A2TNTWXDFSS5M0",4
"B000F0BYRS-A2XLMYUYU59K3C",1
"B000F0BYRS-A31ITMYAA01ASI",4
"B000F0BYRS-AITA5POWX10CK",5
"B000FCTOHS-A27O7PBL6E3ZQ3",5
"B000FCTOHS-AJJX1T31LES8B",4
"B000G29G0M-A339E19PUWLOXX",5
"B000G29G0M-A34UTEQ2TEEVFE",3
"B000R4HHGO-A1VK28HDP8STLH",3
"B000R4HHGO-A2BOGWVZ40AKPO",3
"B000R4HHGO-A2V0YEHY9KCBMZ",4
"B000R4HHGO-AYWTYI18LQ2EW",1
"B000UHSLPO-A37OY5E7VQVYCE",5
"B000UW9IME-A2DBJRINR6CRJ7",3
"B000UW9IME-AOL7HZPKA8H6R",5
"B000W8O6RI-A3K16M2A9E7K0I",4
"B000Z4UYPW-A2ULQOGN59LDNK",4
"B0012S5GQM-A3KOLP2M6PW6K4",4
"B00140SC64-A10IJEOBOPIDR9",5
"B00140SC64-A17HTSUQS7S1DB",1
"B00140SC64-A1B5SBKI0IPKG8",4
"B00140SC64-A25EH8WKXTP5KJ",1
"B00140SC64-A2A4BYFG47S0NK",5
"B00140SC64-A2ZM15Q60VGYNQ",1
"B00140SC64-A3C9TEUGBBYLJC",1
"B00140SC64-A3HZXXLVHOBQE0",1
"B00140SC64-AEU461SPVSRF6",2
"B00140SC64-AZH11ZL3SBWW5",3
"B0014E0UFQ-A3IAJS8QCXM0YN",1
"B0014IIS6A-A1628AA6X6UJ1J",2
"B0014IIS6A-A23GFTVIETX7DS",1
"B0014IKQKG-A12856AJSZYTK2",3
"B0014IKQKG-A19AU3MTXGPZIH",1
"B0014IKQKG-A1FQKPQCW96MF8",1
"B0014IKQKG-A1URAPI58X0H5N",4
"B0014IKQKG-A2WPQUDZSARBG3",4
"B0014IKQKG-A3J55P3H0XBCPF",3
"B0014IKQKG-ATKN6AQ8P56M5",5
"B0014IKQKG-AWX68QBK5B8PD",1
"B0016CPGYQ-A14B31EXU6LWDX",4
"B0016CPGYQ-AHEW2FIG2IR4O",4
"B001ARQYRU-A1IXWTA6TQFI4N",1
"B001ARQYRU-A1TU2VPQDKK64B",4
"B001ARQYRU-A27S9FH40J97TT",1
"B001ARQYRU-A3QIWWGQ1OB91X",3
"B001ARQYRU-APWK2EKIA0PVN",4
"B001HSMW3W-A2A3320HGX8SZN",4
"B001HSMW3W-A3BDKJ3WI854UB",4
"B001HSMW3W-A3OGEVXL65IGNI",1
"B001HSMW3W-AMYBG28BPDHNG",5
"B0026IG6LQ-A1GEQ7YH5PR9K6",5
"B0026IG6LQ-A1MI5CKXKNWRJQ",1
"B0026IG6LQ-A221AS3L4TBTOH",4
"B0026IG6LQ-A26N7K0VAMT8Y7",1
"B0026IG6LQ-A2CUMH9MIHQIQS",1
"B0026IG6LQ-A2FYRE9RZUK7RP",1
"B0026IG6LQ-A33UZDO4KB4S0H",1
"B0026IG6LQ-A3JSIEQUEBZU29",4
"B0026IG6LQ-AE9JDOBGR6D12",5
"B0026IG6LQ-AZXO1NDY5JY3D",1
"B0026L6L5E-A1M5ZT35YX6TIN",4
"B0026L6L5E-A276OI0NHBYORX",1
"B0026L6L5E-A2UKE7GIVC7XFW",1
"B0026L6L5E-A3RYSNLRTUHOP1",1
"B0026L6L5E-A74GU6D694C4Q",3
"B002CVTT4S-A17LLLARBDIM7A",1
"B002GHBSCO-A3MX81ZUQXEX1Y",4
"B002GHBSCO-ABQJ1DWL9X8RS",5
