"","V1"
"B004OQDXRS-AQNG74ENJED8E",2
"B0099LATZ2-A38US3BI4PEJ5O",2
"B00A29WCA0-AOCZIQHO2QGU",2
"B00CIZFK9G-A830HXXTXORJR",4
"B00D8T9QZU-A2C0RRQYXLMBGJ",1
"B004B9QNJS-A1JFDEQPY0PNQ",2
"B004H23JXW-A3MUQ4TCM14XR4",4
"B006V47ONU-A23BMWV2RH6JY6",4
"B007VCRRNS-A1DDQM693QDD8A",2
"B007VCRRNS-A3K1WA708UGOSE",4
"B008DKPGP8-A1G5MI2KREPEIB",4
"B0099LATZ2-A3HXN7Y87IBTWP",4
"B0099LATZ2-A59HU91GDMDP1",3
"B009LM67GE-A3G19SJMZO3NZW",4
"B009PLBLQC-A38W13FXTI874E",3
"B00A29WCA0-A1D5AGAWK7OXJZ",1
"B00AEK5V5K-A1HN2ZEPOV8JOG",1
"B00BV1NKCW-A2SIJCJMUO9N8Q",4
"B00BV1NKCW-A3QKXAUZPHGF0G",4
"B00D93LOY6-A2BV8B58VSCWHN",1
"B004H23JXW-A1IU7S4HCK1XK0",4
"B007250KN8-A1D0NMB6HUE3U8",4
"B007VCRRNS-A1E58DWQAHLNMH",1
"B007VCRRNS-A2WFNNKUK3OC2X",2
"B00812YWXU-ALRT381H8HCTP",2
"B0099QRVZS-A36CLMUHL8OBHJ",1
"B009PLBLQC-A3H7JRO5VGTQKH",1
"B00ALGOQCQ-A329X9O7EH1M6U",1
"B00B090QRM-A2WWCI4MBQ0IKC",1
"B00BDC2ZPM-A3DACPEGZFPDON",4
"B00BPGZGES-AE9FURUT7SNBJ",1
"B00CGIULGC-A15C809ZYW2Z2G",1
"B00CIZFK9G-A1RTSM7A1D8KKF",2
"B00DSR62KY-A1OZAYRJQAERTK",4
"B00F33OE06-A3OPSXL62MDHEG",4
"B00F33OE06-AC0IULDVP48VN",2
"B00H50DVPE-A3J6TO40WKM77W",4
"B004H23JXW-A1F13GTZWNUV1E",4
"B004OQDXRS-A2VZ6LC5IZ0NDF",2
"B007VCRRNS-ANS9WLP70TWK0",2
"B0080DJ6CM-ADWSD45P3NZGU",2
"B0081HBX2I-A1OMIGAEBY9Y60",2
"B0081HBX2I-AWA3U2TAU0KYP",4
"B008DKPGP8-A37ER3TK2Z7RK6",4
"B00BV1NKCW-A258FLSKVEJSET",4
"B00F0FVKRM-A1PIF35OGOZ3Q",1
"B00F33OE06-AWYZCCJKTH0OK",4
"B00JFNDLRC-AQOE2NJ856T0D",1
"B0042ORU08-A1NMHWPYCE7MQN",2
"B0042ORU08-A2N5NHOCQ4HAO2",2
"B0042ORU08-A3952ZJVLCZ2E7",2
"B004B9QNJS-A11WHZTLNVPJS1",2
"B004EUJD9Q-A2B7GQR6ONJPUH",3
"B004H23JXW-A3JRUYNJ8B7APK",4
"B004H23JXW-A3NHMFEHA443EZ",4
"B006OU39QW-A2DW2ZMRXIQTPG",2
"B007VCRRNS-A11MREUZX6JX9M",2
"B007VCRRNS-A1QV5IH6HDRN0L",2
"B007VCRRNS-AP5FC7AOQGVHD",4
"B0080DJ6CM-A2BGYK4OCIJFIX",4
"B0080DJ6CM-A3BUFYHDWEF80S",4
"B00812YWXU-A1PX6PSWI3H3V8",2
"B0081HBX2I-AVQATX2HEWB7W",1
"B0099LATZ2-A10TZLQZV8AJ5A",2
"B0099LATZ2-A2E14NOH1FNET5",4
"B0099QRVZS-A2CIFV5L2QZK8Y",1
"B009LJJR2S-A1YCJPU2UL9GG5",4
"B009LJJR2S-A28LDUDIVRAGZF",4
"B009PLBLQC-A21DX7TVNC1AG1",3
"B009PLBLQC-A2HMF8ZR67BNZS",2
"B009PLBLQC-ATQ5O41T8U1BV",4
"B00A29WCA0-A10ZIZW2JBYGJR",4
"B00A29WCA0-A3QE9H3UV022OK",1
"B00B15ZVTS-A22C7AUUWGRI3Y",2
"B00BPGZGES-A1G4DB39VC5NFH",1
"B00BV48MY0-A1Y2K3YHCYCBY8",4
"B00BV48MY0-A2Q98VS829MUO",4
"B00D1VVQ4O-AO0EN79WIERLB",4
"B00D8T9QZU-A2RSNR1OOIJBAX",4
"B00DRNEV9S-A3UJI7RYQX7YBQ",1
"B00F0FVKRM-A174S81HSCN436",2
"B00F33OE06-A3KOMVM2H2H4DL",4
"B004B9QNJS-A29KFP97OLU6RD",5
"B004B9QNJS-A3AUWJGV43GGFM",1
"B004H23JXW-A1KEXQKUDV2980",4
"B004H23JXW-A3TFTTYD91NT4N",4
"B004H23JXW-AD03LVPQJVB2I",4
"B005FLI78G-A20BYROLH5KEFH",3
"B005FLI78G-A329X9O7EH1M6U",1
"B007VCRRNS-A1F5H9UWQSAKMM",2
"B007VCRRNS-A22VQM2KD1EVOY",1
"B007VCRRNS-A2CEA9YSF1I9HP",3
"B007VCRRNS-A2Y4N0IFVNNP46",4
"B007VCRRNS-AIVU1J51MJ9O2",1
"B0080DJ6CM-A156LB7D9SSF6J",2
"B0080DJ6CM-A1ZEIEZ0I59H2X",4
"B0080DJ6CM-A21ZQ4RJLH0EL1",3
"B0080DJ6CM-A5SZWIFSG5UBA",3
"B008BK69V0-A17TJR1BPC5GEQ",5
"B0099LATZ2-A14FDSBKWWDX7P",4
"B0099LATZ2-A2RO9XW3N3KRD3",4
"B0099LATZ2-A3P04NUBA6QI6E",4
"B0099LATZ2-AR7UOHIDQCV33",4
"B0099QRVZS-A10F97JT4EBOPR",4
"B009LJJR2S-A3DGJXTSR0R73C",4
"B009PLBLQC-A1RUEFI2S78MMO",1
"B009PLBLQC-A3TGV0W4M8BNYE",2
"B009QZH49K-A16Y11V1I6T2KX",2
"B00A020P2G-A2EJEBPK6KTR92",2
"B00A020P2G-A3IALDAM6TZ0PN",4
"B00A29WCA0-A2AU00TIB8OQ7C",3
"B00B090QRM-A1B4AYFOAYS03O",1
"B00BV1MVJ0-A1OLK3NVNJCN5W",4
"B00BV1NKCW-A2VLC3TB76A68W",4
"B00D8T9QZU-A2ORPYBK4VJFS7",3
"B00D8T9QZU-A55MNH4FI1WQX",4
"B00ED3T0TM-A38AOWTQU4HET9",4
"B00EEVETLM-A2D2OTTX4I706D",1
"B00F33OE06-A1ZT6X2IFRALC0",4
"B00F5PGBEE-A2ZZGBO4FE19W0",2
"B00GO4GKR8-A3UA5D4RM95R4Y",1
"B0042ORU08-A3RYRT26I04R06",2
"B0042ORU08-AE8PXELEUBZFO",2
"B004B9QNJS-A2HV2I2LU80H33",4
"B004B9QNJS-A3RE57O9U2CX91",2
"B004B9QNJS-ABSIVDSNICG8N",3
"B004H23JXW-A1T76YXXJTAKHT",3
"B00578HQAW-A3GBET6SMQUF4X",4
"B00578HQAW-A3VDO1EPWDRU26",4
"B005FLI78G-A22ERTUJSAENGJ",3
"B005FLI78G-A9V5FD8BV58AX",2
"B005FLI78G-AG7EF0SVBQOUX",3
"B00642EWMU-A1263EVYMCYPE3",2
"B007250KN8-A20IRLSID8NP0O",2
"B0072YKDLI-A2ZLEQW1EBYQZ3",2
"B007VCRRNS-A1HHL3WQC1OZ6Z",4
"B007VCRRNS-A1U434193SB394",2
"B007VCRRNS-AFP3SQW0C46U8",2
"B0080DJ6CM-A13QNK2CLQUVTE",4
"B0080DJ6CM-A17ILPS2W3HVR5",4
"B0080DJ6CM-A1HHL3WQC1OZ6Z",4
"B0080DJ6CM-A29QH421M4IS2M",4
"B0080DJ6CM-A3AL4FL2JLJ7X4",4
"B0080DJ6CM-A3P06MT9GJSZ53",4
"B0080DJ6CM-AN98A8TG5DFRE",3
"B00812YWXU-A16Z97HR4H2WH",1
"B00812YWXU-A18C1WYRXK89VX",2
"B00812YWXU-A21D48OHSOA8EI",4
"B00812YWXU-A2Y627739ABWLI",1
"B0081HBX2I-A1C6VFY0YIALWD",4
"B0081HBX2I-A2FL1T5U4E8LO9",1
"B0099LATZ2-A1N60GUJE36Z34",1
"B0099LATZ2-A20VIO2EPJLI55",4
"B0099LATZ2-A27S1RZ4JF0S3N",1
"B0099LATZ2-A2XXOJGMC5Y4PF",1
"B0099LATZ2-A3LXBVD9RPQ88F",4
"B0099LATZ2-A3VVMIMMTYQV5F",4
"B0099LATZ2-ADOJGTSIOO6WJ",2
"B0099LATZ2-AVNDHKPZTQHHS",4
"B0099QRVZS-A3VVMIMMTYQV5F",4
"B009EQJ77I-A5PC0I3U0OP6O",2
"B009PLBLQC-A1HX0FATND0GM0",5
"B00A29WCA0-A1B63BZRX5B9DD",1
"B00A29WCA0-A1ZXJ3LHCXNR8R",4
"B00A29WCA0-A2GY3QSKYTCQB5",1
"B00A29WCA0-ASMUGXYV3VOU",1
"B00A7K62Z0-A3B5MA525PRX1P",1
"B00AH0OLV2-A3W4ITQ471QE8C",1
"B00B090QRM-A1K8FW9LIN3LN7",4
"B00BM2KH5I-A3V8DRVN3GCTWY",4
"B00BV1MVJ0-A1872EBRPA0EB0",4
"B00BV1MVJ0-A1X7O1C1PZTP4Y",2
"B00BV1MVJ0-A2L5E4FANARET0",4
"B00BV1NKCW-A1VLCA8744CG1F",2
"B00BV1NKCW-A1X7O1C1PZTP4Y",2
"B00BV1NKCW-A20IPZQ38M96RB",4
"B00BV48MY0-A1OGLOAI2GX1F9",4
"B00CIF9MJK-A2E9C2SELN8Q68",4
"B00D1VVQ4O-A2GL6ERL295ZFC",4
"B00F0FVKRM-AT4H7I3UCXVHH",4
"B00F33OE06-A1RS8M76RVLYJZ",1
"B00F33OE06-A2CT0H5NCKMLKY",4
"B00F5NG4FC-A18IAYEYXMA7CG",1
"B00GXJOAGM-A320NW4X66O4TK",2
"B00KFQXLE6-A3MLLRJP3RSGJV",1
"B0042ORU08-ACDJL2NYQL0GT",2
"B004EUJD9Q-A3IHGI432QXGGA",3
"B004EUJD9Q-AQQQ8DSDLY6JI",1
"B004H23JXW-A1PYDWBK0WM0FR",4
"B004H23JXW-A1YBYTS4OAC3JW",4
"B004H23JXW-A2YDFEQX9ADJ1Y",3
"B004U3HZMO-A1DTRX1JS5LCLY",2
"B005FLI78G-A22KUIT3K00344",1
"B005FLI78G-A2B0Y4H6WMGG8T",1
"B0063GMSY6-A22HOGDV50LFV1",2
"B006AUZYMS-A3BDYFS0WOZWJI",1
"B006V47ONU-A1VH6QWC6JZRAC",4
"B006YCU5MQ-A24OIZM7HD3UCM",2
"B007250KN8-A3700M0EIXOYE",2
"B007250KN8-A89BIXYOG9M24",2
"B007OVHW2M-AD3A5JAJH59UG",1
"B007VCRRNS-A2SVLER61HPNMY",4
"B007VCRRNS-A3M8BNMMJBXGTQ",1
"B007VCRRNS-A5ZGQIWQDON6E",2
"B007VCRRNS-A8M5WJ8H1K4T7",4
"B007VCRRNS-A8UXZCXSHV01W",4
"B007VCRRNS-AJP0K2KPEM3XY",1
"B0080DJ6CM-A1EOF1KZZJ9BHP",3
"B0080DJ6CM-A1OCHY15VZT85N",4
"B0080DJ6CM-A2ZPMPUPBEPC6J",4
"B00812YWXU-A3C34TO2ZA6D61",2
"B00812YWXU-A3PFDK0GMSDCRY",1
"B008MC3N34-A17HSL38JADYLA",1
"B0099LATZ2-A67L8C6XIZ59Q",2
"B0099QRVZS-A10F7TJGH1G8D2",1
"B009EQJ77I-A2EYIPSY8Q1IE1",1
"B009EQJ77I-AWNX1XVGOEYOB",2
"B009JJT4KK-A7M94XEKSZIJM",1
"B009PLBLQC-A2HGLZ1FEBSFDU",3
"B009PLBLQC-A2VFCYHWIPH91T",4
"B009PLBLQC-ASMUGXYV3VOU",1
"B00A020P2G-A2R317FMSA05QQ",4
"B00A29WCA0-A1B7CC4LYFTRCH",1
"B00A29WCA0-AP9J2RSBZ4AJJ",2
"B00B06LP7K-AOBLWGDGAND3N",3
"B00BHM8WOG-A1L4BMJHDFGMAY",4
"B00BJY2XJ2-A31T1YOYLIVFXF",4
"B00BV1MVJ0-A2RB0X2T3VWV1B",4
"B00BV1NKCW-A1EDNVJT7CC7R6",2
"B00BV1NKCW-A1RRQLBV913PQH",4
"B00BV1NKCW-A1TP3I821FIBBM",4
"B00BV1NKCW-ABWCNZDAV8696",1
"B00BV1NKCW-AWBYBT0YN2KBR",4
"B00CBMMWVU-A33Z7MI5HULX0J",2
"B00CIZFK9G-A2IK776FY6MEMG",4
"B00CSYD4M2-A2GS03YOVGDQ1U",4
"B00D1VVQ4O-A32OEV2MKXK8LX",4
"B00D8T9QZU-A2KE0X6SBWQLOT",1
"B00D8T9QZU-AGVDLHFDEJJKJ",1
"B00GNK4R8M-A10J7HEGCFZJAD",1
"B00H50DVPE-A1VE95M51K5168",4
"B00H50DVPE-A27HLUML2E3ZRV",4
"B0042ORU08-A2E5C1L0RJ018J",2
"B004EUJD9Q-A1TGMQX2DB62YN",2
"B004H23JXW-A3W14ILLD0EOTW",2
"B005FLI78G-A23Z511VXZGDIP",3
"B005FLI78G-AP1WH5IUY3UN3",4
"B005M1OPUI-A1N8ST7FQO4S3K",2
"B0061P9KUO-A25ZZJKFXVO3N1",1
"B0061P9KUO-AYW4JZXMPVOSO",4
"B006OU39QW-A2SEY22SLICWHQ",2
"B006V47ONU-A21BM2IOYEEUWB",1
"B006YCU5MQ-A2F9EGVEOGB5YC",2
"B007250KN8-AODLECK7SPAQN",2
"B007OVHW2M-A39I3JLNHP83FF",1
"B007OVHW2M-AZHOE7O0VRP9Z",3
"B007VCRRNS-A1HT66I6HA7Y0V",2
"B007VCRRNS-A2G2VXM55Q7ZNL",3
"B007VCRRNS-A2S1Y6WSQLIY8Z",4
"B007VCRRNS-A30LM26H0ODIX3",2
"B007VCRRNS-A39B2LZM2610NQ",4
"B007VCRRNS-A39TFQ82HC7AP",4
"B007VCRRNS-AR849OI0MFSYC",1
"B007Y2K2JG-A3OQAB3LWRRQ9C",1
"B0080DJ6CM-A1A3CCNA9I1BXD",2
"B0080DJ6CM-A1DWBG9WRMQDZ1",1
"B0080DJ6CM-A38Y63T35OYBW2",2
"B0080DJ6CM-A8GL5XGLPWQ5J",2
"B00812YWXU-A1GV4H1M4LN4W9",1
"B00812YWXU-A1HXLQOYQB889P",2
"B00812YWXU-A1IMA103SHLEVU",2
"B00812YWXU-A25E494IBKC10T",2
"B00812YWXU-A6JG90OQY7T1Q",1
"B0081HBX2I-A3NL4I41MB9E91",5
"B0081HBX2I-A4ZA870TJCOA1",1
"B0084T4D34-A2J02CLXQ5IX6U",1
"B008MC3N34-A3VGBX57S234YQ",1
"B008OK8IIY-A3NQU6K1OWPGKL",1
"B008OK8IIY-AWPA970JBQKOX",1
"B0099LATZ2-A1BVE2ZIBKJ7YI",4
"B0099LATZ2-A338UAWRI8M2A7",4
"B0099LATZ2-A3CG8GGKTJV8U3",4
"B0099LATZ2-A3GIACYEUCJ043",2
"B0099LATZ2-A3UV39NNK98T7Y",4
"B0099LATZ2-A4EO4QAM9KM5U",2
"B0099QRVZS-A19RGDJPNZ7NZ",1
"B0099QRVZS-A3EYQ06LJKNOKL",4
"B0099QRVZS-A3W08SBZJDELFR",4
"B009DFZS7I-AKJJ78G0YWTM2",4
"B009EQJ77I-A3168LU0VG7M2N",2
"B009PLBLQC-A2257OCOMCYFAG",4
"B009PLBLQC-A24IBNHVAHA3SE",4
"B009PLBLQC-A2FT9Z460OAJUU",4
"B009PLBLQC-A2K2D1WE079UI6",3
"B009PLBLQC-A3W256FSYLDJO5",3
"B00A29WCA0-A23DT9G5FEDPO",3
"B00A29WCA0-A2C63RX66Z6B1Q",3
"B00A29WCA0-A2CLTK57IIM7IB",1
"B00A7K62Z0-A20BISO0AWX79Q",3
"B00AEK5V5K-A6I4JP6PV0B6S",5
"B00AQBDBIQ-A6X6LNZO1C3EZ",4
"B00B15ZVTS-A31T1YOYLIVFXF",1
"B00B37V3SC-A2MQY1Z9MM8JTI",3
"B00BDBEZEC-A2FO6DN7D9HD0T",3
"B00BI9AKJI-A20M60J2PMHLFQ",4
"B00BK08J7K-A2PODMXK6UIAII",1
"B00BV1NKCW-A2S26YGSVXBCFL",4
"B00BV1NKCW-AIZ23RQRL97MZ",2
"B00BV1NKCW-AXIE95IW5HBNU",4
"B00BV48MY0-A1ERJ04S7WN6NZ",4
"B00CIF9MJK-A2SZ0GMZNEOPCY",4
"B00D1VVQ4O-A3VHGUZCGYA4KK",4
"B00D8T9QZU-A1A7OHBOR6FXJ4",4
"B00D8T9QZU-ACTO8YPTVMC5R",1
"B00E5WISFS-AWFLU1YW32KRV",1
"B00F0FVKN6-A2VMDQ2KCJ7LDW",1
"B00F0FVKRM-A3L3Q5VWG8WYBF",2
"B00F33OE06-A2TS02LPROS00N",4
"B00F72JW8M-A1ZTIV4EJQK7M1",2
"B00H50DVPE-A15PNSGHMVSVL2",1
"B00H50DVPE-A27IXW8Y3D3CD7",4
"B0042ORU08-A1C6CSJQJYGN90",2
"B0042ORU08-A1M0IIK9WU8SJY",2
"B0042ORU08-A2JZNFRTVZXILQ",3
"B0042ORU08-A3OJNIAXAE7SNL",2
"B0042ORU08-A3PZYVEZDE3V9I",2
"B0042ORU08-AEB4ZOAVCYFRO",2
"B004B9QNJS-A1OM434PTODTJ6",3
"B004B9QNJS-ABDMH6UJSZMT0",4
"B004B9QNJS-ADW2523MKP2FW",3
"B004H23JXW-A1KWINICV5L4SK",3
"B004H23JXW-A1QZ9XW8J9Z2OO",4
"B004H23JXW-A292ZGYZ2ELEXK",4
"B004H23JXW-A2S6THMXBCMQOJ",3
"B004H23JXW-A2W2S7SL37E0ME",2
"B004H23JXW-A3U6DT64TME5Z9",4
"B004H23JXW-A9MPPVP43P3TX",2
"B004H23JXW-AADHGUX1LKBMB",4
"B004QR0BG6-A3FLNPTKSZ6Y23",2
"B004QR0BG6-A3HG4SPN5MVZ09",4
"B004QR0BG6-AT93GSKLT7TWK",4
"B005FLI78G-A3A4ZG9AE35Z67",4
"B005FLI78G-AQ2FC1DLKVD8H",4
"B0061P9KUO-A1JZXJGCXAP853",2
"B00642EWMU-A1K4KLCLCDARW9",1
"B00642EWMU-A1VNAEBEVKFBJB",2
"B00642EWMU-A3MC6Y8150HK0M",1
"B006AUZYMS-A3F90UV8XW2REB",4
"B006OU39QW-A2P6FL2J3TWQBW",2
"B006YCU5MQ-A2PPMTD97UZQA8",4
"B006YCU5MQ-ABFSOAJJ6Q4H5",2
"B007250KN8-A13NASOUZAQRYJ",4
"B007OVHW2M-A325R7MIKMYH8Z",3
"B007OVHW2M-A3BM7F8I2G0E82",4
"B007VCRRNS-A0397498162CDWU5K0NX1",1
"B007VCRRNS-A17OTL347HL5FJ",2
"B007VCRRNS-A1IMA103SHLEVU",2
"B007VCRRNS-A1O7ZSOW794RNZ",3
"B007VCRRNS-A2NBJ31QOII0E3",1
"B007VCRRNS-A38Y63T35OYBW2",2
"B007VCRRNS-A39137LW12KK7B",4
"B007VCRRNS-A3CMLH0XTSUHD7",4
"B007VCRRNS-A3HPYMFM3WXFT1",2
"B007VCRRNS-A3RR2P5IS3DGPR",4
"B007VCRRNS-AFLKKQ8Q26C0T",1
"B007VCRRNS-AG6YEWCNTQD34",1
"B0080DJ6CM-A1SDNL4P4QNMQN",2
"B0080DJ6CM-A2CL49ZLRKPTMV",2
"B0080DJ6CM-A2HKRCYSV5YFG5",2
"B0080DJ6CM-AIFZOA3790SQM",4
"B00812YWXU-A1HQE2QL45X7VS",1
"B00812YWXU-A1ZYA1450LWBXF",4
"B00812YWXU-AL8KZW5P28IKV",2
"B008DKPGP8-A1TV26XBX23MR0",4
"B008DKPGP8-AW18FHQGHQ9NV",4
"B008KMDHU0-A2Z2LUJGK0M6A3",1
"B0099LATZ2-A1IZB66582IXA0",1
"B0099LATZ2-A1R3GN9MEJFXM3",4
"B0099LATZ2-A23R6K2WZUEA76",1
"B0099LATZ2-A253JGAGSY305J",4
"B0099LATZ2-A3KK47W2XBVVUJ",4
"B0099LATZ2-A3O1GST80K1U9Y",4
"B0099LATZ2-A3VHGUZCGYA4KK",4
"B009JJT4KK-A2HNZ28ROICW2L",2
"B009LJJR2S-AZ7IK1V693H0G",1
"B009PLBLQC-A19YPZMQFGA3N8",2
"B009QZH49K-A38VOU6PTUBY16",2
"B00A020P2G-A2TTAN58IZLA48",2
"B00A29WCA0-A13GV0MPMHHHND",2
"B00A29WCA0-A2ZWLZHPWI6JGG",3
"B00A29WCA0-A3QAUJWYA7W6SU",4
"B00A29WCA0-APLGX7G0OZ3EB",3
"B00A29WCA0-ATPOARWK27H2N",2
"B00AQBDBIQ-A9L9HHQHCYEHZ",3
"B00BDBEZEC-ALCO3XWSIW98H",5
"B00BV1MVJ0-A2Q98VS829MUO",2
"B00BV1MVJ0-A3DGLGQQ7B4HIW",1
"B00BV1MVJ0-A3NGR0CF2SEVB7",4
"B00BV1MVJ0-A76FR6O1NBAXV",4
"B00BV1MVJ0-AZLIUBST9ZAO3",4
"B00CBSX5U6-A189QQW7A9B1PS",2
"B00D1VVQ4O-A3THOOJGO7WTLW",4
"B00D1VVQ4O-A6HE43LH11H3P",1
"B00D8T9QZU-A21VYI97YKODGG",1
"B00D8T9QZU-A29O7OK57KKRKY",3
"B00DIJUURI-A2DQWKLUFVCHU5",4
"B00DIJUURI-A3LRIHVKBBYAVZ",4
"B00DIJUURI-A3QAAVAR6E3EUS",2
"B00DRNAT7G-A1CEK069Y5B2KA",1
"B00DRNAT7G-A54O4TQ1ZMKRK",2
"B00DRNAT7G-AELKJ45JEK7NU",1
"B00DRNEV9S-A2E44CGMHKBRQ9",3
"B00F33OE06-A31EJ11XS5DULU",2
"B00F5NG4FC-A2AU00TIB8OQ7C",3
"B00H50DVPE-A127KKI7OGI4TQ",4
"B00H50DVPE-A2JVNBS5MMKIMO",4
"B00H50DVPE-AWDFRC6B3JMUB",2
"B00IVI3LWM-A1UJDWWLBJ8V38",3
"B0042ORU08-A26BXC4WX7ROUZ",2
"B0042ORU08-A5BU8MNRLNV6M",1
"B004B9QNJS-A15UD8XGBEUY6E",1
"B004B9QNJS-A1LO0XHQIYXIBN",3
"B004B9QNJS-A2IQV5S5IEITGQ",2
"B004B9QNJS-AO1E9K9IREUY7",3
"B004B9QNJS-ARE0JIORAEIWF",2
"B004EUJD9Q-A12MY1QK8V4QKR",1
"B004EUJD9Q-A157B5PDH2VJ9L",2
"B004EUJD9Q-A177GF3ZAQH34S",3
"B004H23JXW-A155V6D1VAX7JH",4
"B004H23JXW-A2F8E1X2K7AUBX",4
"B004H23JXW-A2UGZ0HTKR8JXX",4
"B004H23JXW-A320F78ZYTJ3I6",3
"B004H23JXW-AI7CYEB3K98FV",2
"B004H23JXW-AUW5SWE670A3J",4
"B005VIWMCU-A183HLGZAD59D",1
"B0061P9KUO-A2T425GLW3IK8U",2
"B0063GMSY6-AANPGMZMC7SRV",2
"B006HXJ40G-A10KKUQRF1653I",2
"B006OU39QW-A3DOX7HOM67LDY",2
"B006OU39QW-A3M816KACVMPV1",2
"B006V47ONU-A1N2JWX6MLNMCN",1
"B007250KN8-A2NOZB6VZCTOI4",4
"B0072YKDLI-AZ5N5IZ2TLKX8",3
"B007C0CRDO-A2OW754BJA3HLI",4
"B007OVHW2M-A2CY7X05A63BJS",1
"B007OVHW2M-A383T2CT6WK5RG",2
"B007UOXRS6-A3N0XA2552IK4E",1
"B007VCRRNS-A190FQ6WQW8EXZ",1
"B007VCRRNS-A1HCAABWLL610A",2
"B007VCRRNS-A2V4PQWSIWO5SM",4
"B007VCRRNS-A2WYVM6IT35TZ2",2
"B007VCRRNS-A2XYP99DF8ETF0",3
"B007VCRRNS-A3RAO2HZLTTELY",2
"B007VCRRNS-A3UW8TBC2W61XM",4
"B007VCRRNS-A8YXT1GUW0DO8",4
"B007VCRRNS-ANV47L9UHN4VC",4
"B0080DJ6CM-A16OHNXJYJDN93",4
"B0080DJ6CM-A1B8CY0DPM8KQF",5
"B0080DJ6CM-A2FTCBO1OYCK4",4
"B0080DJ6CM-A3006WHOAYJRLI",2
"B0080DJ6CM-A38AH99LY9HBXF",3
"B0080DJ6CM-AO93TNIMFTR3M",3
"B0080DJ6CM-AYZOO1WSJEKKF",4
"B0080GQ30M-A20H3TYYPGZAO6",1
"B00812YWXU-AOU4OFIPIMMTY",1
"B0081HBX2I-A2FH1GOL6AXOY",4
"B008AFZ2J6-A1MFBS0255Y72P",1
"B008KMDHU0-A1OK2NHDX4ENGE",1
"B008MC3N34-A2YYFOXVKKYBPY",1
"B008OK8IIY-AH0O9FI5USU0E",3
"B008PAW5EQ-A15I0ZY1SB4SSY",3
"B008RJTV06-A27HLLQBHHRNW8",1
"B0099LATZ2-A10EVE1Q5I9NOQ",4
"B0099LATZ2-A12YNPN71LIJ75",2
"B0099LATZ2-A18ILF1ZPJL70S",4
