"","V1"
"B005SSAXSI-A3EPHBMU07LZ50",3
"B005SSAXSI-A3SXHZBBF5YM7R",3
"B005SSAXSI-APGRBNE66KFU0",1
"B005XYGFIY-AN924SYIORU1R",1
"B005YTY38C-A25YB8C4RJJF2K",1
"B0062ICRGE-A1E3QUUA9H90VG",1
"B0062ICRGE-A2RCU4J34OIUFR",1
"B0063OM9CE-A2D8WA35IPUWA6",1
"B0074R14TI-AC1FTP0718XJ2",3
"B0074R14TI-AYPCU6685NXLD",4
"B0074R1D0S-A2GN2DLN1E88FF",1
"B0074R1IP8-A19EMVPAAW44OP",3
"B0074R1PI8-A1H8I2PH00UQ2K",2
"B0074R1PI8-A1TSFZYCOMK94X",1
"B0074R1PI8-A27K01HVK5UZAO",3
"B0074R1PI8-APWBOZPZLC2KJ",1
"B0074REBX4-A1APERZNMEU8PW",2
"B0074REVES-A224UH1AUL6WUT",5
"B0074RF8LI-A2K77N7S5RZV5C",2
"B0074RFWMS-A39TY9K4NTD2JZ",1
"B0074RFWMS-AAZ6VVPSWSKN2",4
"B0074SQUBY-AYPCU6685NXLD",4
"B008VUNRZQ-A38DDM9FUAF4H1",3
"B0096I594O-A1OTMXGVC5LPBC",1
"B0097BXS98-A3RK7RNMM9AHOT",3
"B0097CZBH4-A100WO06OQR8BQ",1
"B0097CZBH4-A2VHNJ3TXTTU51",3
"B0097CZBH4-ATSG940VH2GX2",3
"B0097CZJEO-A1V5HVVJHK8HQ5",3
"B0097CZJEO-A3DGADK060VXSK",3
"B0097CZJEO-A3MXHZD3BSB1LQ",2
"B0097CZJEO-ALK8QTPJQVQR9",3
"B0097CZJEO-AMVBAT38WB4BU",3
"B0097CZJEO-AZ3GREEC2FVFN",5
"B00CL8XDF8-AKQ51MO7AODSS",3
"B00F3IJ29Y-AHGEVI168OEMZ",1
"B00F3IOSN4-A2QB7I9KAGYVOF",4
"B00F3ISEUC-A1E0GTZAS6D4YF",3
"B00F3J4B5S-A14GK0E64J0WAS",3
"B00F3J4B5S-A1LBRVE8W2E2G1",3
"B00F3J4B5S-A1VQ7C3AHC6HEL",4
"B00F3J4B5S-A2003WF8MB7I3P",3
"B00FB60A7Q-A1KDP8WEPJ1Q4P",3
"B001UBB9GM-A151Q5Y46W0TM6",1
"B001UBB9GM-A20UX507WOAX39",4
"B001UBB9GM-A2DTQGS6VRI25Y",4
"B001UBB9GM-A2LOC74Q7F149U",1
"B001UBB9GM-A2WAAIPJZHLM2O",1
"B001UBB9GM-A3FL119BSDESK4",1
"B001UBB9GM-AE5F7MTMVBI8L",4
"B003U6628A-A1IRCUEQMCYD5X",3
"B004ZLV50E-A1JZS7AREBMHC1",5
"B004ZLV50E-A3U2W0KAQESFQ4",1
"B004ZLV5PE-A2TBWI1591Z17M",2
"B004ZLV5PE-A34GP289118JEY",1
"B004ZLV5PE-AA89D5H3QQBO8",3
"B004ZLV5PE-ADY22LZ9XAYV6",3
"B004ZLV5PE-AETHZPJ6J5UJN",4
"B004ZLYBMI-A2U8H2GSBFQ2IK",3
"B004ZLYBQ4-A2PSZRVUYOH7PP",4
"B004ZLYBQ4-AJ8GD8XK0LIWK",4
"B00598BY6W-A1PPAEHY7VZ4LB",1
"B00598BY6W-A3PB9EGGUR00FY",4
"B005SSAXSI-A19PN15YXJQFAK",3
"B005SSAXSI-A29GIVFYIGNM79",3
"B005SSAXSI-A2GYE0ETFM54V5",3
"B005SSBCDI-A69Y5Z1S4SNQO",2
"B005XYGFIY-AVJG5VJOO2F04",2
"B0074R1D0S-A14BVT9VO0CPQT",1
"B0074R1D0S-A2NFY2RG6UBN3",3
"B0074R1PI8-A1R57TKPI9NDIW",2
"B0074RE1Z2-A1OVOLNXZC0BQJ",1
"B0074REBX4-AHQTXJQX2584I",4
"B0074RFWMS-A3VR11WFBJ2OZ6",4
"B0074SQUBY-A1YV2M479NH9HO",4
"B0074SQUBY-AOPM863H7CM1G",1
"B008VUZPUQ-A35921QMK2G5I4",1
"B008VUZPUQ-AM5LIUIOA1M5B",4
"B0097BVA70-A29ANXQZ6AOOTZ",1
"B0097BWWEK-A925TZRABNKIU",1
"B0097CZBH4-A129XV9WU5T82R",3
"B0097CZBH4-A20DZX38KRBIT8",3
"B0097CZBH4-A3NCTLLG70M6A6",3
"B0097CZBH4-A4G0V9ANB7VYQ",4
"B0097CZF5C-A1MOF0LRCVOVH0",3
"B0097CZF5C-AHM4DHN57ZQA2",3
"B0097CZJEO-A118G26NEGH8IG",2
"B0097CZJEO-A1D63A1P3SVYTU",3
"B0097CZJEO-A1XWQEWGYUZD1K",3
"B0097CZJEO-A1YJ2VM79EB1NT",3
"B0097CZJEO-A20DZX38KRBIT8",3
"B0097CZJEO-A27U0WGDT4NJNW",3
"B0097CZJEO-A29KZN56HHV4WU",3
"B0097CZJEO-A2DU5IXJYDJBPS",3
"B0097CZJEO-A2XOMH2SBRRM3D",5
"B0097CZJEO-A3BNBW19U2DM9H",2
"B0097CZJEO-AAT995CZFFNVD",1
"B009F9R6K4-A1TN055USRQ5EN",5
"B009F9R6K4-A27I7B73BZD4I5",1
"B009F9R6K4-A2FI2CNV4R35WT",2
"B00CL8XDF8-A2J3TZR0BUT3DG",2
"B00CL8XDF8-A2RQXI1INPLIKE",3
"B00CL8XDF8-A3J3PIB8JRCNZP",3
"B00CL8XDF8-AG0XAVO4X9PP1",3
"B00EDSM5I0-A21RCQ1G8S1K72",5
"B00F3IJ29Y-A3NF680TJ4RWIU",3
"B00F3ISEUC-A3O8IQ7QYGN5Z8",3
"B00F3ISEUC-ACHCQEJ91YT8S",3
"B00F3ISEUC-AJIDIVBILJKO0",2
"B00F3J4B5S-A2LQBJYV7J2TYK",2
"B00F3J4B5S-A2UDR4HBVYT6TV",3
"B00F3J4B5S-A3IL618437DM9Y",1
"B00F3J4B5S-AEXHG90BA3X86",3
"B00FBHLHDG-AAFIAYJ9TFVGO",2
"B001UBB9GM-A11PZ7C44RDF6U",1
"B001UBB9GM-A1NXD7HDSZNVJ5",1
"B001UBB9GM-A1Q2852OVAM7N4",4
"B001UBB9GM-A1QJZ2FB86Q3CH",4
"B001UBB9GM-A1X86RGECNW2HQ",1
"B001UBB9GM-A1XRTIC6RKNNVI",3
"B001UBB9GM-A2TTS3RBTYUDWC",4
"B001UBB9GM-A2U3HG214VNP9N",3
"B001UBB9GM-A3SN19RYPNPVTV",3
"B001UBB9GM-AICZPFSQI140C",4
"B001UBB9GM-AJCYDKZNJ7S9R",4
"B001UBB9GM-AMM7X9ML2ML72",4
"B001UBB9GM-ASUU5Y7VXD0P9",5
"B004HD2RKM-A1OKTNPURCNYKX",4
"B004ZLV50E-A1L5YEY8CBB5RL",1
"B004ZLV50E-A39ZNPAF986MM8",5
"B004ZLV5AY-A12CW523P38BGU",4
"B004ZLV5AY-A34KNG8WSRV79T",5
"B004ZLV5PE-A1PJZZAW5SDP0N",4
"B004ZLV5PE-A1RG8ZG8OYOE8U",1
"B004ZLV5PE-A3EE629XA7VUI9",4
"B004ZLV5PE-AFVWYRTFO24DP",1
"B004ZLV5VS-A1D0S2TPS5EFT0",3
"B004ZLV5VS-A8K4FJYFCPLS1",5
"B004ZLV5VS-AYNJRJDIUKV71",4
"B004ZLYBMI-AT2S0CRA3VIA",4
"B004ZLYBQ4-ASC93TGKM63Y2",4
"B00598BY6W-A1DGI1UW3UEPGJ",1
"B00598BY6W-A2DXI73Q9W40YS",1
"B00598BY6W-A386I2UKJMME0Q",1
"B00598BY6W-AYAX4OITGRBZE",5
"B005SSAXSI-A10VL37HOZG2JX",1
"B005SSAXSI-A1SYZ230Q1I2DY",1
"B005SSAXSI-A24RH71PKAVU1X",3
"B005SSAXSI-A2KG3T4AALXC1K",1
"B005SSAXSI-A2SHSPUC68H34G",3
"B005SSAXSI-A39XAWWIVPPPUU",1
"B005SSAXSI-A3TN0PW6F01WKU",1
"B005SSAXSI-AB7EZATOD8WIZ",4
"B005SSAXSI-AR5QX1F26WC9R",3
"B005SSB9RW-A17O9AHKHK66AI",2
"B005XYGFIY-A2QZ72MHRRRVKA",4
"B0062ICRGE-A1LJ0HV2H9WF9X",4
"B0062ICRGE-A1ZA5GXXFYYVAL",5
"B0062ICRGE-A297UK39CQH4VN",4
"B0062ICRGE-A2E6VS07IFZARX",3
"B0063OM9CE-A15J51JLOQUYB9",1
"B006FMDVDK-A1536K2IUT2I0V",4
"B006FMDVDK-A2RL0UL2S8J83W",3
"B006FMDVDK-A3BZ1US77TM7G",5
"B006FMDVDK-A3H8TAD818DGMJ",1
"B006FMDVDK-A3R994D19WLBTD",1
"B006FMDVDK-A3TA9MY7O1D0OE",1
"B006FMDVDK-AFW8FZHQK9AO1",1
"B006FMDVDK-AVLTYMPKULAQ6",5
"B0074R14TI-A13R2A8D5H00P0",4
"B0074R14TI-A27SCRPSU0HOS8",1
"B0074R14TI-A29C26FNDM34Q5",1
"B0074R14TI-A38US3BI4PEJ5O",3
"B0074R14TI-A3NOC0Q710I84G",4
"B0074R14TI-ASNHQBOZA9UOQ",4
"B0074R1D0S-ANME3Y054R74J",2
"B0074R1IP8-AXL62DOW7V8LQ",2
"B0074R1PI8-A35ZE67CWZE18J",4
"B0074R1PI8-A3DL5O5ZBALG7",2
"B0074RE1Z2-A1LTXSLKFWAL6A",4
"B0074REBX4-A17MQK963T7L0O",1
"B0074REBX4-A1CJ9DEIAITUOY",4
"B0074REBX4-A2O9TCZMW6YO0J",1
"B0074REBX4-A3GWZPVY30V6JZ",1
"B0074RENSM-AYM7XE6OY8EJI",1
"B0074REVES-AKG7UU1QSVDK6",3
"B0074RF8LI-A29W0NN0YYYLE6",1
"B0074RFWMS-A441UFTXH5S2X",5
"B0074SQUBY-A63BL7G077AMK",2
"B008VUNRZQ-A1VRSSR3FKYVVA",4
"B008VUNRZQ-A21D10JH4ZBTK1",1
"B008VUNRZQ-A30WPCNEQR1TGN",1
"B008VUNRZQ-A3LQG2U6EMXD1O",3
"B008VUZPUQ-A2V4853K6J0SM7",5
"B008VUZPUQ-A3OVDKNXMI0JQA",4
"B008VUZPUQ-AQ16RM1KSPOG1",4
"B0096I594O-A23Z6RHQ99TH9Y",4
"B0097BVA70-A1O09K4R0YVN3",5
"B0097BVA70-APWWSFIYULC60",5
"B0097BWWEK-A3R33KMESG0XGQ",3
"B0097CZBH4-A1FC6QK56WW87J",4
"B0097CZBH4-A1LQLV70SCIIWF",4
"B0097CZBH4-A73TU81D2NWIA",3
"B0097CZBH4-AISKQWL8DV09I",1
"B0097CZBH4-ANV06DEG6MTMC",4
"B0097CZF5C-A1N2R9IPM8T1YI",1
"B0097CZF5C-AWOGIII1QZG2H",1
"B0097CZJEO-A11LG6EV6P1IZ4",2
"B0097CZJEO-A1DIFL0333QPEB",2
"B0097CZJEO-A21T1MHD84YDDW",3
"B0097CZJEO-A2GRT59YTKKVAA",2
"B0097CZJEO-AEXP33L2NBI8C",3
"B0097CZJF8-AGOR07WH95O8Q",2
"B0097CZR5U-A1HCU9POIDZVHD",5
"B0097CZR5U-A201SOLOQSVQ4L",3
"B0097CZR5U-A20MMOYFA8BTNR",3
"B009F9Q2U4-A1VM1G1FU42C6B",4
"B009F9R6K4-A24CI5OYXNK5IZ",1
"B009F9R6K4-A3SMCYS65CWCKE",4
"B00CL8XDF8-A1BO6LCW8OKJ3Y",3
"B00CL8XDF8-A2539FELEJYZUB",2
"B00CL8XDF8-A2D426LA1O3EJJ",1
"B00CL8XDF8-A2V6EBT3ER7CYL",3
"B00CL8XDF8-A324OKGL841OUF",3
"B00CL8XDF8-A38F8KAYWI4PAF",3
"B00CL8XDF8-A3A6O7SC8LKXDL",2
"B00CL8XDF8-A3SZPHZLIGKU9P",1
"B00CL8XDF8-AOU37P3RRSC50",1
"B00CRZG51Y-A1V47WHET1QZVQ",5
"B00F3IJ29Y-A2JN3OCW38UNAL",1
"B00F3ISEUC-A1CQT5R2HFX1WE",1
"B00F3ISEUC-A2HUS5STDJAOC6",4
"B00F3ISEUC-A395Z1L8M25X8X",1
"B00F3ISEUC-ADYP7606YWT0T",2
"B00F3ISEUC-AOUUTGH73ASH5",5
"B00F3J05CQ-A1W415JP5WEAJK",3
"B00F3J05CQ-A5PMIHHSCLDBS",4
"B00F3J31C2-A1Q2YHISTTDZVT",3
"B00F3J31C2-ASX7RIY2IFEAF",3
"B00F3J4B5S-A2J5WI1M945V4F",1
"B00F3J4B5S-A2OTM9PCFSCAMW",2
"B00F3J4B5S-A2WRE9D6O7Q1RS",3
"B00F3J4B5S-A367OXCD2R6MC1",3
"B00F3J4B5S-A3N7H1ZJ3W4F6O",3
"B00F3J4B5S-ARWTV0LWBYZZM",3
"B00FBSOXGI-A1ELPTHNWIF6HB",5
"B001UBB9GM-A16E7VGSX35VIE",4
"B001UBB9GM-A199UKSQTTHXTA",4
"B001UBB9GM-A1BY8VZJVSKDHQ",4
"B001UBB9GM-A1DBLGLGLMPCR5",1
"B001UBB9GM-A1G6Q3PLZ60PQ9",1
"B001UBB9GM-A1V4PBW3Q0K4SY",3
"B001UBB9GM-A23RH8A0NCE0WX",1
"B001UBB9GM-A24399C1NICKZP",1
"B001UBB9GM-A26ZBWUZF8UYLU",5
"B001UBB9GM-A26ZI2XK1XEW2Z",4
"B001UBB9GM-A2IKA22A4OJ33J",1
"B001UBB9GM-A2N5NXRC81AYGZ",1
"B001UBB9GM-A2POBRQXLNJWFG",4
"B001UBB9GM-A2YLZZENEOR7JA",4
"B001UBB9GM-A2ZD1QIDV8DN2D",5
"B001UBB9GM-A3EAKZ1K3S0RLN",4
"B001UBB9GM-A3ESHZJWEF9R9E",4
"B001UBB9GM-A3IPHL8S47UYQQ",3
"B001UBB9GM-A3RVRG2JPDOPYA",1
"B001UBB9GM-A3UO800HETPI1W",1
"B001UBB9GM-AFIBQ9642MACK",3
"B001UBB9GM-AMHATM0VJUC0G",1
"B001UBB9GM-AVEPGBD7UBHZ1",3
"B003U6628A-A1KK7SC8A1XY1N",2
"B003U6628A-A2I8UYM0SUMKKH",5
"B003U6628A-A3L784C95FEO5D",1
"B003U6628A-AT1Z39QHOXF5M",2
"B004HD2RKM-A24M5IBBDJP9I5",1
"B004HD2RKM-A5XKAG5D6A8WG",3
"B004HD2RKM-AC3G6UENEWEH5",1
"B004ZLV50E-A15BCPWWEM0A3K",2
"B004ZLV50E-A182AEJNRVGEZO",1
"B004ZLV50E-A2APCL4AMJMU8W",1
"B004ZLV50E-A2CXAEIHRRWUDM",1
"B004ZLV50E-A2GE4P3G8CLWSN",1
"B004ZLV50E-A2L4088O067LKE",3
"B004ZLV50E-A3N8NJBI255YSB",1
"B004ZLV5AY-A10JH00SYEAAH2",4
"B004ZLV5AY-A2B5RE2NF5S8FV",4
"B004ZLV5AY-A77R454IMPN51",4
"B004ZLV5PE-A1SV28VCDNYVTV",1
"B004ZLV5PE-A2UO4HJ2EWCT9L",5
"B004ZLV5PE-A3BAFRPRYRDLVG",4
"B004ZLV5PE-AFHHWBMV452ZI",1
"B004ZLV5PE-AJK12AMBRE1YJ",4
"B004ZLV5PE-AL5P6IG4WZ57J",3
"B004ZLV5PE-AOZMHSGOMKISJ",4
"B004ZLV5PE-ATF0FVI4AW1RT",4
"B004ZLV5VS-A14NYZZ8GMZJA8",2
"B004ZLV5VS-A18I7O1WZ97CG7",3
"B004ZLV5VS-A1WEPOHEP8JNIK",1
"B004ZLV5VS-A1X0L6JIPJ4IL7",5
"B004ZLV5VS-A2LWF6AYORACP7",1
"B004ZLV5VS-A2XD1HUBIMUP05",5
"B004ZLV5VS-A3921458QHVTLX",5
"B004ZLV5VS-A3QUNQ611OMIJR",1
"B004ZLYBMI-A1J8HSS0282GNC",1
"B004ZLYBQ4-A1U8J3XWIERXIW",4
"B004ZLYBQ4-A2XXOQWWTPP8PH",4
"B004ZLYBQ4-A37MU3XCQW09IW",4
"B004ZLYBQ4-A3TEM6PYIAMCBH",4
"B004ZLYBQ4-A3TG7HTQ6DSRVR",4
"B004ZLYBQ4-ADHMK17ME29ST",3
"B004ZLYBQ4-AWH9H043LL3MK",4
"B00598BY6W-A10R2FDZXO79KD",4
"B00598BY6W-A13DEYDIKZUXN",3
"B00598BY6W-A2MEQXRWXEYSVY",2
"B00598BY6W-A2UJLNQCP90JMC",1
"B00598BY6W-A2XDSVLO1R08C3",1
"B00598BY6W-A32I1AXUFI311P",4
"B00598BY6W-A3BQRDI6CWV6RT",2
"B00598BY6W-A3EKH4RMLNLKH8",1
"B00598BY6W-A3H07BJTHWMDQV",1
"B00598BY6W-A3KZ702565FYIG",5
"B00598BY6W-A9TRKCGE2LU8I",1
"B00598BY6W-AVM0SN8E4ZBLI",1
"B005SSAXSI-A1ZH01ALHRDMIQ",4
"B005SSAXSI-A2BF9D6LWWG3FU",2
"B005SSAXSI-A2D9M5MT6E73B4",1
"B005SSAXSI-A2DM8VT1N9GV8W",1
"B005SSAXSI-A2GV2NIQ257ZPL",4
"B005SSAXSI-A2IX2JFYFAWZDH",1
"B005SSAXSI-A2L4OAVRKL55LE",4
"B005SSAXSI-A2OF84S3C3Z3UJ",2
"B005SSAXSI-A2X5NYVR8YLIG",1
"B005SSAXSI-A31CBCDOTI3DW8",4
"B005SSAXSI-AJKIHQ22QWIG6",2
"B005SSAXSI-ARQ9MWM8VHC4W",2
"B005SSB9RW-A35SE8GD27FSXN",2
"B005SSBCDI-A13NW7QY3RBNMK",1
"B005SSBCDI-A3O3JOC5HV0HPS",1
"B005SSBCDI-AJ6ZNNMYZ2U60",3
"B005VX6JGA-A1GAE2BH82UQK3",1
"B005XYGFIY-A1YMBAWRQY911L",1
"B005XYGFIY-A2CPBOUO9PYY90",1
"B005XYGFIY-A3T3ELNWIXC7A9",4
"B005XYGFIY-AOUJXBAPKFS3C",1
"B0062ICRGE-A155KWS1FL88BC",4
"B0062ICRGE-A1B5JW82E3E460",1
"B0062ICRGE-A1J6DN8T0WYY9M",3
"B0062ICRGE-A1S93Y20GJ9ER6",5
"B0062ICRGE-A27CNEIL44I4OW",1
"B0062ICRGE-A29IKFWQV7W51G",1
"B0062ICRGE-A29QCB1HTY5VV2",4
"B0062ICRGE-A2UFJUXRBBZ8UU",1
"B0062ICRGE-A2ZHMLW1KTQIAG",4
"B0062ICRGE-A305LT21B2YXIC",4
"B0062ICRGE-AB3W1J3XFDD5C",1
"B0062ICRGE-AI2C2YJK72ZHR",4
"B0062ICRGE-AN913EQE36TTI",2
"B006FMDVDK-A10M77UVEDII90",4
"B006FMDVDK-A1F3ZXHIFXJDWT",1
"B006FMDVDK-A1R7Q78MD76WRM",1
"B006FMDVDK-A3Q81VPIR70FO9",3
"B0071GPGTQ-AW7DC3MUBP5LR",2
"B0074R0Z3O-A1SOKNQB27UA1S",4
"B0074R0Z3O-AT8MZRL8CHQJ5",5
"B0074R14TI-A106VO1ZVXZ7LP",5
"B0074R14TI-A19KQB1N36HOX8",4
"B0074R14TI-A1H9KYOE6YAIIJ",1
"B0074R14TI-A1YY8DX5515FMF",5
"B0074R1D0S-A21C535QDSSXM3",1
"B0074R1D0S-A3D9WEFGE58K0",1
"B0074R1D0S-A3QOGDDGY6REU8",1
"B0074R1D0S-AD7EOA78JPVE7",4
"B0074R1IP8-A1C1F7FRELNFFE",3
"B0074R1IP8-A1DR3SZOHZYEFG",5
"B0074R1IP8-A1FU87T82UGMP3",1
"B0074R1IP8-A1HUX7E82T08VA",4
"B0074R1IP8-A1S54JLSJOS0GY",1
"B0074R1IP8-A2G2UFBLCI0EKW",1
"B0074R1IP8-A3OCLDC9VAO6HJ",1
"B0074R1IP8-AGYSKNIP2MG2A",1
